latitude,longitude,productivity_change,shade_tolerance,optimal_temp,water_requirement,growing_days
43.74503231239423,34.33266336298029,73%,0.36900161600075654,19.70192850674044,519.6825082969417,145
39.85253948051598,79.58055049200844,83%,0.5195291613721923,23.316480142155687,555.3184786921718,148
35.23624006588742,121.26636183225415,58%,0.44994478083349737,16.718145017305513,452.15124122403955,108
43.667827284385744,69.4985128669551,79%,0.3266448011566906,24.697365775972717,449.3542815946178,89
48.86351514565119,124.94090847262152,81%,0.5608618241966349,16.225998221532194,304.15143002107726,67
50.320697463047104,123.27204787899065,99%,0.5525575255014686,18.412603424206065,492.9127757678244,133
57.57139820851671,69.18602358050704,0%,0.41661185955836,22.482586881787633,564.5141915370302,168
58.10207893571943,136.0254077760114,58%,0.585708829700238,16.121812624693476,788.2987024161966,131
53.47609205518973,43.6330532051571,81%,0.612325213845609,24.139772717695806,718.8970532437681,165
39.49999532213154,111.37679012102787,79%,0.5505102659479038,17.12898047607664,547.9452450356682,64
35.740799751796786,115.1449381604228,99%,0.6460861881963038,19.241116913880322,763.620215507685,62
44.36077701008801,64.74935838636304,38%,0.35450265271818987,18.31271786971224,375.8596272490379,120
38.466090942288716,135.33223773264095,90%,0.48748143202535643,21.280383369651844,529.7077579750443,75
56.18419125435864,90.50225095580863,"83,4%",0.4195528896140373,20.285648481691876,426.02168775713636,95
54.22546494651845,105.56552498364219,100%,0.5140356637358492,23.862435779918492,450.00733893423836,126
37.08120658416887,60.42022279608903,90%,0.6842416651719582,22.90418182680845,382.01260848015306,133
57.58510439102132,42.201466502261596,66%,0.6544553194302211,22.483212457626678,763.4509894830239,150
45.77203265036135,114.73957317735463,80%,0.31847197334568644,15.046546946252906,429.6436155725252,174
59.62569994199953,126.92662141441068,200%,0.6597734563080848,20.688835125272195,737.9487440841855,165
38.05631901281812,83.7053514461931,100%,0.5248346032927164,16.706406093622228,494.6678633123112,157
48.9132297129439,104.83428518954722,100%,0.6858745802829673,19.563787525899375,350.4591318352756,63
48.613550992663676,71.79477662680132,136%,0.48763560668203243,16.83488096702019,616.919902216818,108
45.12647825978779,51.61941975029248,80%,0.3090776807961651,19.532222251742926,674.1165660913575,77
55.570151534372755,39.249850477034926,80%,0.6894291702017348,23.80434891004194,336.6840302611387,68
55.435617841963136,88.51946588358055,80%,0.418313834289404,16.032869037957514,658.3057347172195,76
49.95432929721463,61.25407152838241,80%,0.3487651939579952,15.358957446768098,471.4004587324072,61
45.71797064663633,44.53223311625406,95%,0.37207995243089376,22.47766948052518,337.9347434668277,130
46.37207842926579,113.02428763941181,102%,0.41408926664456613,21.25072009506793,603.1440872112759,148
54.783183464281315,139.59509262811545,,0.40538874904318595,23.042578368512462,703.2932111594632,65
46.106575601853876,44.9237006358669,,0.47399642047573415,17.820467924489584,752.3138378346257,114
52.68483511700872,39.011150406190865,,0.45517258482165524,23.6551607278783,469.4176175368266,142
45.5534227962863,101.1085757539459,,0.35749925112195,21.902121067177504,704.7257746464668,123
46.579596371745374,42.41661697052195,128%,0.6855498064861262,15.96264587521701,612.1429679298541,104
55.094869801338525,138.37140245595654,128%,0.513749424607647,17.83000918153357,448.0335071877229,90
35.89553133775317,90.3742575203723,128%,0.5401489123075829,15.477086423819998,470.0207578687232,78
40.3947555423767,136.03730357408745,128%,0.6030591718687897,22.385520423738253,650.3938815083825,98
36.39328323223731,35.222868568888984,,0.3596481021304521,23.236417525795154,788.6869141716736,142
37.46233153049152,84.71005801675564,,0.5991811447949063,19.35401850009247,514.1440746129676,77
36.60054902160252,117.17383328172453,,0.5755602046170992,22.734516976411932,733.0390014030984,89
39.24005717541469,102.13858035930616,,0.48104345372522445,22.79665612558589,393.62819566601587,99
55.626869782484384,52.16336540987529,,0.5128636824751451,22.993722781746488,750.3840031605944,175
48.80000219346319,120.72681931121218,"76,45%",0.41437053482446035,16.584980501438146,467.9396992562623,161
46.437637875595385,105.87619517571834,,0.32989838413171224,19.01717622843245,478.79813127841754,123
36.91583717720519,129.6327383221116,,0.43653882288058254,16.086329305349548,629.8569210805427,174
54.00937755552096,36.59269628196265,160%,0.6414933767302592,23.158816946850774,326.6306998266951,99
45.51623448097995,138.02001563300993,130%,0.5797654602159472,21.99412855131161,617.5730260459002,161
58.4565805928586,35.36260350839003,120%,0.5255889307135571,23.903533475412907,783.7359090805334,97
40.82185465154764,83.73959890476054,100%,0.5745275376105703,21.483380907472053,382.27338974445877,158
50.45972911277471,99.52577296778374,80%,0.4311505877200668,18.062392680425024,438.7190587126364,161
50.878105844025015,35.37577830334007,80%,0.33722097922089145,15.575448776366606,496.9226514862552,172
36.55382915975978,134.1019546164615,80%,0.3232299728805771,16.03893250509078,793.5546475069779,108
44.83738245709606,82.39018976707476,80%,0.6955103344808408,20.633697478656618,674.6424453488354,170
36.70937880190145,52.79375568595276,80%,0.49992121093873454,21.833584825611617,406.79608038466927,169
45.29371017030517,31.019567292994406,80%,0.5091647622324568,24.544566263723627,665.3110811074393,134
45.59393777903425,57.966875269301845,80%,0.395675597427845,15.821257546472191,793.0466547217502,136
41.80327370647949,118.35173990498139,80%,0.45474460424572416,23.766986702624113,375.4487081725446,147
48.613150950957255,72.32835264404768,80%,0.5123515089933238,20.836191083841456,354.60754923637865,111
48.47838246335054,61.651483604865824,80%,0.5304942387423174,20.83915576502206,448.7581685821775,72
43.94378344034975,123.8460630337801,80%,0.37817722019052125,22.795585036965388,508.9860629952448,128
52.12649637566925,118.8061453774073,80%,0.45487050675675517,23.013288823876138,617.7838504473738,158
55.640546689806975,105.79090402924737,80%,0.6884955124864189,15.285707739712237,454.9089306324209,111
59.143136943485295,76.36084624567819,80%,0.694976642150151,18.40731366358545,628.7624520517465,171
52.66217356129814,120.16781752523002,80%,0.40316770711493966,16.31531516404244,408.37893871146804,176
41.52887509302099,62.006536694231905,80%,0.5627173710009714,23.75304241458486,714.2450196205824,87
59.66043481779051,64.60878908283824,80%,0.6971835844707684,17.14591731005053,715.5118862234082,135
37.66840795089725,64.61945746089056,80%,0.3264139927378401,23.063858003572832,428.33403157455047,169
36.11715359956782,50.78767558852097,80%,0.4286868889080026,21.86683118284802,336.8966514086968,169
36.75160737893815,43.07592212316046,80%,0.4435475398075987,17.976592112211875,596.0484433085287,116
37.908386166586126,41.76622173934611,"81,3%",0.44202929158877025,20.91850944653905,408.4861049552038,116
50.8257998591009,96.27973441309312,"102,7%",0.36792740987699796,21.322300929991762,516.76793934127,177
46.61235940447865,125.0464226184697,"81,8%",0.6041589492806687,24.447908854546377,414.50637988865105,109
44.18651842809072,126.31001400897578,111%,0.3023652886528205,17.682019647824124,319.541665501298,83
49.151092146543554,72.24544000520953,"94,7%",0.558793380953949,24.96098311308439,626.0006270482982,115
36.85431962741334,124.32288375274142,"92,2%",0.35414145253891177,23.202631312193944,672.0120950419442,167
59.33268373401754,71.63727127276917,91%,0.4465343576609657,16.492656284360024,698.6302905444032,137
46.21077691745444,127.77334720965908,84%,0.30128464758928564,22.919661597180006,583.623369959726,115
44.93662938542361,114.79740397594097,94%,0.4697776030437697,15.303503976953174,339.63425031321714,73
46.31734411442885,51.38869221031478,80%,0.4139427922451928,22.453766185766792,353.91363944396744,74
44.02848249146618,98.33618937821748,90%,0.5664524541720275,22.49715010460834,581.1665593097232,66
51.86192104619713,54.829297915796374,84%,0.3661405008522159,23.21852040074012,408.3174247296093,109
46.573901913032216,94.95207073607581,61%,0.320322695830688,15.99830217807224,334.49558228396097,87
43.87575398825604,68.09086935073717,76%,0.6054970417828394,24.537507836957808,666.4091567398589,76
52.26096865183271,63.69010220246331,100%,0.5255774237464518,22.45544806772737,780.6161351749523,158
35.0055197842787,86.18532794967032,90%,0.49443385025898,18.702375666103023,709.5814373905823,84
58.05433460854832,92.92232022824963,100%,0.6624768326478663,19.875861320254867,472.399153954338,175
35.208041856563,46.34665057315091,100%,0.6124968857143221,24.127273256614096,316.92614291110357,132
39.46847583326504,132.6810194611846,100%,0.6126394074505918,16.322016511079777,596.4095731765909,88
39.9469458219819,76.0934329500685,90%,0.32778305100570554,19.666324161662637,688.5922243230814,142
43.30407647731243,137.32223368162352,132%,0.46752580680299405,21.159554652256425,591.5808116919848,159
59.80304685424654,126.31822094091022,100%,0.4267733348080211,16.122155435136953,498.39594560137374,118
51.19317759800367,38.2764187908914,233%,0.6332956649133789,23.490790193539784,435.60282056070713,105
42.4812725264908,58.364401153466986,400%,0.6148268174726854,24.795126509801005,301.485532739447,103
52.55942398773282,88.44328856332069,111%,0.4341014220165782,17.028339676753603,483.06696349654936,173
37.052104714739116,58.36493390029567,227%,0.688940246486561,23.861920935070728,471.05108970626225,157
36.86921389990101,38.96154872172439,74%,0.6389311313119455,20.278663874580012,355.14685767776103,108
48.85065693717459,117.86544586811577,71%,0.3789263463366475,19.27488749364524,584.9294848474628,89
43.2421272227001,72.57488188868214,90%,0.4372539511561244,20.799965238824004,743.0309859931181,149
50.90804308807739,134.38657915597304,114%,0.3577284586146943,21.058928919670848,797.9064719705486,91
56.884539915702135,74.92740532990808,"131,4%",0.6647233948403319,15.179776339271696,427.16800387720224,152
49.793279982787034,112.44197666730598,"127,89%",0.35554959786985885,23.160887438781604,307.0280445450786,147
54.215816986727305,108.43815916767626,,0.4379406309265974,22.856198699427328,774.0523048908192,103
49.91655894591788,129.97322606287415,132%,0.69894348640993,17.68562397267274,420.50054066665405,106
40.15043456173395,122.31107485024579,94%,0.6945334637832694,24.308130089673405,375.5477839954309,171
46.598214876316575,78.51040501967573,100%,0.322756210248221,20.78310186116824,352.7692730624759,160
56.93214345622776,56.72584211949479,100%,0.391513303759076,19.03327483800193,455.6378710356712,147
54.24655412610499,139.734202212699,100%,0.5855038255857165,17.09766196722964,471.54885837177846,127
