latitude,longitude,productivity_change,tree_height,canopy_density,growth_rate,wood_density
36.98713575995281,128.0806726010299,56%,17.574291617001403,0.85054681447924,1.207844421183112,0.7244270581610774
47.450190338105,76.2763180409551,66%,14.075334905810594,0.8011384881362037,1.184036461228548,0.6756477995257991
51.93030513202968,122.19053389943748,56%,24.716268427533027,0.4645839408361849,1.6766372240846934,0.4357337510864552
53.0186620907072,105.06417581455568,66%,28.226677719957074,0.6414517213949891,0.6695238821815108,0.5463869686991445
58.46529278532521,42.55392024265533,56%,21.916820098411325,0.8700530252412995,1.606450665930185,0.46900356475818783
40.896688300612205,122.92519403424846,66%,21.617095085914745,0.8666438157298497,0.8700009880292876,0.7080328640476574
59.684498779621364,105.67186870588813,56%,18.23803983079602,0.5233315472436354,1.4447295114691567,0.45450740695848924
45.2475996992001,125.88343423340972,66%,22.711027623653,0.6593951501012576,1.6969531533338733,0.43885011583033906
36.04307677220855,35.716269182989876,56%,14.770000580553598,0.8029792344936724,1.8557675949956725,0.7114165215153269
44.86678927393492,40.88182883934602,66%,22.606134172043227,0.7808612457612005,0.8026397600347586,0.7793751151301657
52.68029044711613,57.30765959946974,56%,10.432399127764336,0.604394465176916,1.1916207925985969,0.6018335156544234
54.782757377648494,128.01603616641898,66%,21.219252900618795,0.7819408420574752,0.5705548003228728,0.48828453601231936
40.4490207482135,98.85462656524099,56%,12.446314325217557,0.5185245663723623,1.7685251395551156,0.5452818761579001
52.664897924459964,112.39716566152484,66%,18.047277669038465,0.5531032105516356,0.961734086979241,0.5016233845623347
39.80960289673401,78.90179695347557,56%,25.976803181334542,0.8499201938889637,1.7166631366912655,0.7059304863428445
46.039020442788484,119.3008847744975,66%,29.22800595959071,0.8264676116594818,1.1580621369581978,0.4920568289998674
57.74016300817837,42.241092210648745,56%,7.323492885526771,0.7513192311555643,1.8471820431508714,0.4530355122081329
52.27093622204546,77.59976912787573,66%,24.459439053835993,0.6749782091441343,0.9336722804502346,0.5600824311086549
56.52418343723106,126.37184492074427,56%,12.49352352678852,0.6526355480062098,0.5275289444670799,0.5339712142310514
43.93484031381921,49.593014625101006,66%,27.302851967229493,0.5366446796887612,0.535750250633549,0.643526253111377
55.58111224293803,93.0853001697977,56%,27.81095250437957,0.8936901612050611,1.252392512974397,0.7367307364935757
41.235675615722805,89.88292644200578,66%,11.239493083228206,0.7167485128985951,0.7099253589019205,0.5836559815617788
55.17803843442631,68.53423967617333,56%,11.786432699846538,0.5643006058847937,1.8968550322456197,0.6499933701601741
51.17805595224603,120.77404376647483,66%,7.663647352531134,0.6565296959417282,1.2796612426558014,0.42997885396186514
36.34191969427868,138.11399824043286,56%,24.47315166015231,0.7917982156346111,1.9775017816502283,0.572168147415365
52.119436415874056,49.48616850867262,66%,21.0307238303848,0.7216096287348185,1.2453491337803402,0.5877251528724997
55.68264435818786,37.407288450897106,56%,7.147136432359709,0.8255721341089096,1.8538737613417648,0.7101308409432368
58.85086250096829,64.91542387030023,66%,16.01932176349138,0.7247829578639091,1.3466606914103174,0.43188281772547515
42.57029982366324,71.59608176972448,56%,25.833089113462826,0.8047921834018996,1.4138224794992065,0.6956171198673647
43.26023619616544,77.93915580881946,66%,10.787556604171051,0.8224318524763358,1.319808689138919,0.7181275971582906
49.375802174016535,98.6127882051076,,23.64260019494732,0.813139863430792,1.171856691680812,0.7163126605854236
