sector,latitude,longitude,productivity_change,shade_tolerance,optimal_temp,water_requirement,growing_days
crop_farming,50.0469058893181,87.77705827809376,96.02456178100708,0.42172357466269594,22.140275827168555,349.83311722504783,146
crop_farming,44.65675930217015,135.00642592551446,108.02831345483193,0.5506386994229637,22.5525794508413,684.772501709072,163
crop_farming,49.86517292212136,108.40435246550663,114.0663158829765,0.6116722710296014,19.436372700411,585.4557606404453,63
crop_farming,51.376762879353294,39.775027355715594,111.39950495159813,0.5723681292964,24.75329339455159,594.827820075986,78
crop_farming,57.72423974932156,85.4373986152232,98.29817731423593,0.5402140158160399,22.387962900923302,449.0560045947085,151
crop_farming,39.624391627350036,111.17096365910848,112.28645407793859,0.3132828110151254,16.336938958289885,547.8737323475286,95
crop_farming,45.318580253016194,137.7904964170045,117.51414571851905,0.5872165483915646,15.620822792444518,746.6565070608451,160
crop_farming,55.22291286212277,70.42107571747799,98.56302054795277,0.6124120160936665,20.962886656010028,758.0002193122358,172
crop_farming,43.03780567232704,50.21215556595261,96.1760352049709,0.5608772392003817,15.007613363158095,369.49075721660887,113
crop_farming,36.690050321883994,47.022207664716284,107.7535676844433,0.5535287391771583,23.497493718345325,320.64276096143624,64
crop_farming,40.66806444359236,124.93884122076638,128.62137717523748,0.37099605479558795,16.67379922119677,550.6673732462134,132
crop_farming,54.06935599413374,82.87176355277133,107.61998774989294,0.32269370382655904,18.388354406034434,754.0811654502708,125
crop_farming,45.926605529856495,130.6442340887369,94.06674286655708,0.3279339161493578,20.708793265893675,716.7250159897724,154
crop_farming,47.660649551206184,46.33951838855042,103.63200167136262,0.5074002983560709,21.35874092957471,458.4384029091152,111
crop_farming,59.909833484170996,72.87592390563371,93.95638372863426,0.40918988524498984,15.300965816618614,419.9480920596877,174
crop_farming,48.80572610491358,117.70365955314197,99.12267021524177,0.42290816321046476,17.505344292427157,511.91852782092303,73
crop_farming,39.86973030380099,118.14535304465804,130.09868862880958,0.34271498295324604,23.95595464051724,509.55975694659634,126
crop_farming,57.37697258938905,44.7707774076679,103.8254907678474,0.570053525514577,21.086909160885146,683.6113221214588,75
crop_farming,43.90707000271043,80.67477149071993,103.14063567088556,0.30653552254701116,19.38572629963306,669.3399858663547,175
crop_farming,55.07987292727453,110.96631971319778,103.86521278904767,0.4954367457533281,15.532622024031635,580.2492875073741,107
crop_farming,47.60750852678383,49.61217884419262,143.90960056438036,0.49253435025275216,15.010595468613285,687.6311818897874,102
crop_farming,52.31236170593057,70.23214339222281,125.89613500032867,0.5728172405343175,16.480823303373704,698.633656457197,154
crop_farming,55.37073270767226,132.589121633822,136.4010199433871,0.6957285028333086,23.430748702106467,551.3379323173845,175
